workerid,proliferate.condition,condition,item,response,slide_number,trial_type,catch_trials,subject_information.age,subject_information.assess,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
26,Default,YDI,groom,0.27,15,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,NQA,queen,0.95,16,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,YQA,nutritionist,0.32,17,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,YQI,travelagent,0.74,18,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,NQA,CEO,0.89,19,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,NQI,supervisor,0.77,20,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,NQA,scientist,0.7,21,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,NQI,playwright,0.85,22,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,YDA,professor,0.38,23,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,filler,filler3,0.89,24,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,YQA,patient,0.44,25,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,NDI,dentist,0.95,26,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,YDI,artist,0.41,27,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,NDI,choreographer,0.7,28,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,filler,filler1,0.81,29,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,filler,filler4,0.05,30,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,NDA,pilot,0.05,31,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,YQA,priest,0.14,32,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,NDA,pianist,0.98,33,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,YDA,doctor,0.24,34,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
26,Default,filler,filler6,0.05,35,one_slider,[],21,Yes,"There were two errors that seemed accidental rather than experimental; in one case, ""the the"" was written and in another case a noun came before a ""the"". I had trouble answering those because I wasn't sure if they were intentional.",2,1,Female,English,Safari,Mac,1180,820,13.86425,
56,Default,,,0.79,,one_slider_practice,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,,,0.71,,one_slider_practice,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NQA,supervisor,0.33,6,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NQA,groom,0.7,7,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YDA,troopleader,0.58,8,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NDA,professor,0.73,9,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YDI,conductor,0.7,10,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NDI,CEO,0.58,11,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YQA,doctor,0.82,12,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,filler,filler1,0.66,13,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,filler,filler5,0.77,14,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NQI,coach,0.31,15,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,filler,filler2,0.64,16,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YQA,playwright,0.62,17,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YDA,nutritionist,0.7,18,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NQI,pianist,0.77,19,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YQI,travelagent,0.59,20,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,filler,filler6,0.76,21,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YQI,artist,0.71,22,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NQI,stylist,0.5,23,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NDA,choreographer,0.76,24,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NDI,priest,0.82,25,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NDI,bartender,0.66,26,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YDI,patient,0.67,27,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YQI,dentist,0.71,28,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YQA,queen,0.75,29,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YDA,scientist,0.66,30,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,YDI,fan,0.65,31,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NQA,pilot,0.68,32,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,NDA,chef,0.72,33,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,filler,filler3,0.7,34,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
56,Default,filler,filler4,0.8,35,one_slider,[],21,Confused,,2,1,Male,English ,Safari,Mac,1112,834,6.76775,
45,Default,,,0.79,,one_slider_practice,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,,,0,,one_slider_practice,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NDA,nutritionist,0.46,6,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NDI,pilot,0.15,7,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YQI,doctor,0,8,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NQA,queen,0,9,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NQI,troopleader,0.76,10,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YDI,CEO,1,11,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NQA,artist,0.36,12,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NQA,fan,0,13,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YQI,stylist,1,14,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YQA,dentist,0,15,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YDA,professor,0.68,16,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NDI,choreographer,0,17,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,filler,filler2,0,18,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YQA,supervisor,0,19,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YDI,coach,0.88,20,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NDA,playwright,1,21,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NQI,travelagent,1,22,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,filler,filler6,0,23,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,filler,filler4,0.34,24,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YQI,conductor,0,25,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NQI,bartender,1,26,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,filler,filler1,0.28,27,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YQA,priest,0.81,28,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YDA,chef,0.87,29,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,filler,filler5,0.27,30,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YDI,groom,0.5,31,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,filler,filler3,0,32,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NDI,patient,0.49,33,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,YDA,scientist,0.27,34,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
45,Default,NDA,pianist,0.17,35,one_slider,[],21,Confused,"A lot of the prompts and/or responses had grammatical errors. I was unsure as to whether or not I was supposed to take those into account when deciding if they were ""natural"" (I chose not to).",2,1,Male,English,Chrome,Windows,1080,1920,8.369283333333334,
54,Default,,,1,,one_slider_practice,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,,,0.3,,one_slider_practice,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NQA,stylist,1,6,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NDI,dentist,0.37,7,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NQI,CEO,0.24,8,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,filler,filler5,0,9,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YDI,coach,0,10,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YQA,professor,0,11,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YQI,troopleader,0.64,12,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,filler,filler1,1,13,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NDA,scientist,1,14,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,filler,filler3,1,15,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NDA,supervisor,0,16,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YDA,bartender,0.49,17,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NDI,pianist,1,18,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NQI,conductor,1,19,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YQA,nutritionist,1,20,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,filler,filler2,1,21,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YDI,priest,0,22,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NQA,groom,1,23,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YQA,doctor,0.39,24,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NDI,artist,1,25,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,filler,filler6,0,26,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NQA,patient,1,27,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YDA,choreographer,0.61,28,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YDA,pilot,0.04,29,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NQI,queen,1,30,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,filler,filler4,1,31,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YQI,chef,0.4,32,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,NDA,fan,1,33,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YDI,travelagent,1,34,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
54,Default,YQI,playwright,1,35,one_slider,[],19,Yes,,1,1,Female,English,Chrome,Windows,864,1536,8.7648,
31,Default,,,0.8,,one_slider_practice,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,,,0.31,,one_slider_practice,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,filler,filler4,0.25,6,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,YQA,chef,0.37,7,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,YDI,bartender,0.37,8,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,YDI,fan,0.39,9,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,YDA,troopleader,0.39,10,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,YDI,priest,0.79,11,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,filler,filler3,1,12,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,YQI,nutritionist,0,13,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NDI,conductor,1,14,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NQI,pilot,1,15,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NDA,dentist,0.25,16,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,YQI,CEO,0.3,17,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NDI,travelagent,1,18,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,YQI,pianist,0,19,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NDI,stylist,0.32,20,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,filler,filler2,1,21,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,YDA,doctor,0.34,22,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NDA,patient,0.78,23,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
